sgRNA	gene	CRISPR_C6976459.sample	ERS717283.plasmid
UFC1_CCDS1220.1_ex1_1:161126762-161126785:+_5-2	UFC1	260	331
KAL1_CCDS14130.1_ex9_X:8555849-8555872:-_5-4	KAL1	902	447
AMZ2_CCDS11674.1_ex3_17:66250700-66250723:-_6-5	AMZ2	0	2
TPMT_CCDS4543.1_ex3_6:18139187-18139210:+_5-1	TPMT	816	532
ZCCHC3_CCDS42844.1_ex0_20:278550-278573:+_5-3	ZCCHC3	82	141
HAPLN2_CCDS1148.1_ex1_1:156593769-156593792:+_5-2	HAPLN2	547	815
ZMAT3_CCDS3224.1_ex4_3:178785264-178785287:+_5-4	ZMAT3	387	259
IGFLR1_CCDS12472.1_ex2_19:36231408-36231431:+_5-5	IGFLR1	428	422
SNCG_CCDS7380.1_ex2_10:88719782-88719805:+_5-4	SNCG	1398	661
ZBED3_CCDS4036.1_ex0_5:76373507-76373530:+_5-4	ZBED3	274	613
IER5_CCDS1343.1_ex0_1:181058593-181058616:-_5-5	IER5	244	399
ZNF277_CCDS5755.2_ex2_7:111935997-111936020:-_5-5	ZNF277	640	485
MGMT_CCDS7660.2_ex3_10:131557460-131557483:+_5-5	MGMT	127	261
TAF1D_CCDS8293.1_ex3_11:93471570-93471593:+_5-4	TAF1D	1	108
TULP3_CCDS53737.1_ex3_12:3031546-3031569:+_5-3	TULP3	680	320
ALAS1_CCDS2847.1_ex2_3:52237910-52237933:+_5-2	ALAS1	52	147
TMEM105_CCDS11781.1_ex0_17:79287641-79287664:-_5-3	TMEM105	413	693
SH3BP5_CCDS2625.2_ex2_3:15300443-15300466:-_5-2	SH3BP5	760	496
CHCHD3_CCDS5828.1_ex6_7:132754958-132754981:-_5-5	CHCHD3	102	107
SEPT8_CCDS43358.1_ex5_5:132098238-132098261:-_5-1	SEPT8	895	428
TEX35_CCDS1323.1_ex2_1:178483881-178483904:+_7-3	TEX35	519	208
LSMEM1_CCDS5756.1_ex1_7:112127026-112127049:-_5-4	LSMEM1	212	145
STK25_CCDS2549.1_ex6_2:242438667-242438690:-_5-4	STK25	292	257
TMEM39B_CCDS351.2_ex4_1:32542825-32542848:-_5-4	TMEM39B	358	363
CCDC116_CCDS13791.1_ex2_22:21989152-21989175:+_5-4	CCDC116	1	27
HSD17B13_CCDS3618.1_ex4_4:88238236-88238259:+_5-2	HSD17B13	271	303
ASNS_CCDS55131.1_ex7_7:97488232-97488255:-_5-2	ASNS	151	225
GMEB1_CCDS327.1_ex1_1:29016624-29016647:+_5-2	GMEB1	127	200
L3MBTL4_CCDS11839.2_ex8_18:6213179-6213202:+_5-1	L3MBTL4	109	170
ARID3B_CCDS10264.1_ex0_15:74836789-74836812:+_5-4	ARID3B	464	337
NFKBID_CCDS42552.1_ex4_19:36387154-36387177:-_5-1	NFKBID	510	411
IK_CCDS47280.1_ex8_5:140035534-140035557:+_5-4	IK	80	978
NDUFB7_CCDS12314.1_ex1_19:14677701-14677724:-_5-3	NDUFB7	265	417
RAB11FIP1_CCDS34881.1_ex3_8:37734941-37734964:+_5-4	RAB11FIP1	96	22
CAMK2D_CCDS3703.1_ex16_4:114680474-114680497:-_5-5	CAMK2D	209	251
TMIE_CCDS43081.1_ex2_3:46750643-46750666:+_5-3	TMIE	1068	630
BTBD9_CCDS43458.1_ex8_6:38561969-38561992:-_5-5	BTBD9	574	285
CPA3_CCDS3138.1_ex5_3:148597618-148597641:+_5-5	CPA3	768	409
CLIC6_CCDS13638.1_ex0_21:36042564-36042587:+_5-2	CLIC6	426	423
PHF6_CCDS14639.1_ex2_X:133527544-133527567:-_5-3	PHF6	177	415
CDCA7L_CCDS47558.1_ex4_7:21946008-21946031:-_5-3	CDCA7L	744	417
SEL1L3_CCDS47037.1_ex21_4:25836826-25836849:+_5-1	SEL1L3	1063	636
ZKSCAN4_CCDS4647.1_ex4_6:28219515-28219538:-_5-4	ZKSCAN4	370	400
NSMCE1_CCDS10628.2_ex6_16:27268740-27268763:+_5-5	NSMCE1	482	440
QSOX2_CCDS35178.1_ex6_9:139113735-139113758:-_5-3	QSOX2	857	614
LY6E_CCDS6394.1_ex2_8:144103001-144103024:-_5-4	LY6E	1478	763
THRAP3_CCDS405.1_ex1_1:36752375-36752398:-_5-4	THRAP3	120	246
MTDH_CCDS6274.1_ex0_8:98656862-98656885:+_5-1	MTDH	1043	573
DTL_CCDS1502.1_ex3_1:212220505-212220528:+_5-1	DTL	6	554
TMEM41B_CCDS31424.1_ex2_11:9309314-9309337:+_7-2	TMEM41B	42	10
PABPC5_CCDS14460.1_ex0_X:90690837-90690860:-_5-3	PABPC5	469	224
INPP1_CCDS2305.1_ex2_2:191231599-191231622:+_5-3	INPP1	159	355
COMMD1_CCDS1869.1_ex1_2:62227852-62227875:+_5-4	COMMD1	198	358
EBF4_CCDS46573.1_ex1_20:2674415-2674438:-_5-1	EBF4	1170	678
MAGED2_CCDS14362.1_ex3_X:54837702-54837725:-_5-5	MAGED2	341	405
NDUFV1_CCDS53669.1_ex3_11:67377053-67377076:+_5-3	NDUFV1	102	334
IRAK3_CCDS44937.1_ex6_12:66622048-66622071:-_5-2	IRAK3	339	338
CLMN_CCDS9933.1_ex10_14:95690142-95690165:-_5-5	CLMN	0	9
CRADD_CCDS9048.1_ex0_12:94072721-94072744:+_5-2	CRADD	137	159
ST6GALNAC1_CCDS11748.1_ex7_17:74625103-74625126:-_5-1	ST6GALNAC1	153	145
DONSON_CCDS13632.1_ex6_21:34956970-34956993:+_5-2	DONSON	7	341
SLC22A13_CCDS2676.1_ex0_3:38307650-38307673:-_5-1	SLC22A13	710	696
GDPD1_CCDS11616.1_ex4_17:57334504-57334527:+_5-3	GDPD1	104	79
MCM3_CCDS4940.2_ex15_6:52148114-52148137:-_5-4	MCM3	113	644
PICALM_CCDS31653.1_ex8_11:85707898-85707921:+_5-1	PICALM	13	47
ENTPD2_CCDS7025.1_ex6_9:139945963-139945986:+_5-3	ENTPD2	821	711
ZFAND4_CCDS60520.1_ex3_10:46122231-46122254:-_5-1	ZFAND4	742	554
GATAD2A_CCDS12402.2_ex4_19:19606664-19606687:+_5-4	GATAD2A	636	799
SLFN12L_CCDS56026.1_ex2_17:33806781-33806804:+_5-3	SLFN12L	106	93
C3orf22_CCDS3040.1_ex0_3:126268888-126268911:-_5-1	C3orf22	426	569
C9orf43_CCDS6796.1_ex5_9:116185665-116185688:-_5-3	C9orf43	427	422
ADAM11_CCDS11486.1_ex3_17:42847352-42847375:+_5-1	ADAM11	1388	703
ARFIP2_CCDS55739.1_ex2_11:6499412-6499435:+_5-3	ARFIP2	254	443
SULT1B1_CCDS3530.1_ex4_4:70615490-70615513:+_5-2	SULT1B1	547	508
SMAP2_CCDS451.1_ex3_1:40875499-40875522:-_5-1	SMAP2	16	18
FAM168A_CCDS41689.1_ex4_11:73141726-73141749:+_5-3	FAM168A	472	229
TEX36_CCDS44493.1_ex0_10:127344740-127344763:+_5-1	TEX36	673	453
DUSP5_CCDS7566.1_ex0_10:112257976-112257999:-_5-1	DUSP5	1902	671
CTSH_CCDS10308.1_ex7_15:79227383-79227406:-_5-3	CTSH	369	230
MCOLN2_CCDS30762.1_ex10_1:85422222-85422245:+_5-3	MCOLN2	765	426
EVI2A_CCDS32608.1_ex0_17:29645910-29645933:+_5-5	EVI2A	193	249
ZNF394_CCDS5666.1_ex0_7:99092130-99092153:-_5-1	ZNF394	324	514
LILRA3_CCDS12887.1_ex4_19:54803645-54803668:+_7-7	LILRA3	1741	807
TAF1D_CCDS8293.1_ex2_11:93470388-93470411:-_5-1	TAF1D	192	246
CYP4F12_CCDS42517.1_ex1_19:15789160-15789183:-_5-4	CYP4F12	208	142
UBE2A_CCDS14580.1_ex2_X:118709324-118709347:+_5-2	UBE2A	776	462
MANBA_CCDS3658.1_ex11_4:103611843-103611866:+_5-2	MANBA	743	472
APH1B_CCDS10184.1_ex2_15:63578805-63578828:+_5-3	APH1B	727	515
CYP4F22_CCDS12331.1_ex4_19:15648678-15648701:+_5-2	CYP4F22	235	438
HTR3E_CCDS3251.1_ex3_3:183822570-183822593:-_5-2	HTR3E	1107	726
IL37_CCDS2103.1_ex2_2:113674691-113674714:+_8-2	IL37	120	158
TINAGL1_CCDS343.1_ex0_1:32043041-32043064:+_5-1	TINAGL1	243	511
RANBP2_CCDS2079.1_ex19_2:109380019-109380042:-_5-4	RANBP2	464	682
GAN_CCDS10935.1_ex3_16:81390470-81390493:-_5-4	GAN	54	66
LACRT_CCDS8883.1_ex2_12:55026068-55026091:-_5-2	LACRT	478	423
STX1A_CCDS34655.1_ex4_7:73118559-73118582:+_5-2	STX1A	1425	847
PSAT1_CCDS6659.1_ex3_9:80919822-80919845:+_5-2	PSAT1	30	63
ZNF596_CCDS5951.2_ex4_8:195410-195433:+_5-5	ZNF596	124	20
MXD3_CCDS4416.1_ex1_5:176734958-176734981:-_5-1	MXD3	204	367
TXNL4A_CCDS32852.1_ex0_18:77733823-77733846:-_5-1	TXNL4A	0	446
C4orf27_CCDS3813.1_ex5_4:170671681-170671704:+_5-1	C4orf27	233	72
PRICKLE4_CCDS34449.1_ex0_6:41751333-41751356:-_5-1	PRICKLE4	1159	659
IFNA5_CCDS6502.1_ex0_9:21305121-21305144:-_3-3	IFNA5	130	68
LRRD1_CCDS55124.1_ex4_7:91793738-91793761:-_5-2	LRRD1	103	93
ZNF136_CCDS32916.1_ex3_19:12297887-12297910:-_5-3	ZNF136	116	64
PAQR9_CCDS3128.1_ex0_3:142681670-142681693:-_5-1	PAQR9	1982	645
UVRAG_CCDS8241.1_ex4_11:75599925-75599948:+_5-2	UVRAG	63	143
IZUMO4_CCDS35499.1_ex0_19:2097147-2097170:-_5-2	IZUMO4	719	780
HEY2_CCDS5131.1_ex4_6:126080316-126080339:+_5-2	HEY2	534	454
DPPA4_CCDS33814.1_ex3_3:109050579-109050602:-_5-2	DPPA4	51	67
EIF3B_CCDS5332.1_ex1_7:2400357-2400380:+_5-1	EIF3B	224	649
CEP44_CCDS34106.1_ex1_4:175223253-175223276:-_5-1	CEP44	0	1
SIGLEC11_CCDS12790.2_ex6_19:50462693-50462716:-_5-2	SIGLEC11	465	1527
FOXB1_CCDS32255.1_ex0_15:60297690-60297713:+_5-5	FOXB1	306	364
CDK5R2_CCDS2427.1_ex0_2:219824653-219824676:+_5-1	CDK5R2	734	737
C3AR1_CCDS8588.1_ex0_12:8212293-8212316:+_5-2	C3AR1	663	350
NCAPH_CCDS2021.1_ex4_2:97008962-97008985:-_5-1	NCAPH	52	521
RAC2_CCDS13945.1_ex3_22:37628941-37628964:+_5-4	RAC2	87	187
FREM2_CCDS31960.1_ex0_13:39261789-39261812:-_5-2	FREM2	172	446
TMEM136_CCDS55792.1_ex0_11:120198275-120198298:-_5-3	TMEM136	153	331
MPV17_CCDS1748.1_ex4_2:27535613-27535636:+_5-4	MPV17	867	600
SKI_CCDS39.1_ex1_1:2234475-2234498:-_5-5	SKI	444	589
EHF_CCDS55752.1_ex2_11:34667988-34668011:-_5-1	EHF	140	87
DNAJC27_CCDS1716.1_ex3_2:25180800-25180823:-_5-4	DNAJC27	98	203
MDM4_CCDS1447.1_ex2_1:204499819-204499842:+_15-2	MDM4	0	6
CWF19L1_CCDS7489.1_ex7_10:102010033-102010056:-_5-1	CWF19L1	349	480
LMO3_CCDS58210.1_ex3_12:16753706-16753729:-_6-6	LMO3	284	317
CPSF4_CCDS47652.1_ex2_7:99045751-99045774:+_5-1	CPSF4	165	540
NOS3_CCDS55182.1_ex4_7:150695517-150695540:-_5-3	NOS3	707	552
KLHL31_CCDS34478.1_ex1_6:53519711-53519734:-_5-3	KLHL31	205	201
POMC_CCDS1717.1_ex0_2:25384257-25384280:-_5-1	POMC	932	543
PLAT_CCDS6126.1_ex8_8:42045001-42045024:-_5-2	PLAT	1291	430
FGD3_CCDS43849.1_ex0_9:95738885-95738908:+_5-2	FGD3	310	444
FAM179B_CCDS9681.1_ex0_14:45433545-45433568:+_5-5	FAM179B	558	879
UNC45A_CCDS10367.1_ex7_15:91486291-91486314:-_5-5	UNC45A	108	294
SSR1_CCDS4499.1_ex4_6:7301691-7301714:+_5-2	SSR1	290	170
MAP1B_CCDS4012.1_ex4_5:71490072-71490095:+_5-2	MAP1B	564	404
GPR119_CCDS14625.1_ex0_X:129518913-129518936:+_5-1	GPR119	294	215
TTLL3_CCDS43048.2_ex7_3:9867614-9867637:+_3-3	TTLL3	371	252
LRRC8E_CCDS12189.1_ex1_19:7964164-7964187:-_5-3	LRRC8E	480	305
GALNT1_CCDS11915.1_ex2_18:33257647-33257670:-_5-1	GALNT1	61	77
VEPH1_CCDS3179.1_ex11_3:157188272-157188295:+_5-4	VEPH1	368	453
WDR47_CCDS30787.1_ex10_1:109554215-109554238:+_5-5	WDR47	398	510
ADORA3_CCDS838.1_ex5_1:112045753-112045776:-_12-10	ADORA3	1381	606
SGPL1_CCDS31216.1_ex7_10:72629565-72629588:-_5-5	SGPL1	496	407
POLR2H_CCDS3264.1_ex4_3:184085978-184086001:+_9-9	POLR2H	31	804
JUNB_CCDS12280.1_ex0_19:12902719-12902742:-_5-1	JUNB	456	500
FAM109B_CCDS33655.1_ex0_22:42473777-42473800:+_5-4	FAM109B	2519	997
ARHGEF18_CCDS12177.1_ex5_19:7516087-7516110:-_5-1	ARHGEF18	269	266
LEPRE1_CCDS472.2_ex14_1:43232389-43232412:+_5-4	LEPRE1	972	579
GRIA4_CCDS41706.1_ex2_11:105623713-105623736:-_5-1	GRIA4	0	15
DPP9_CCDS45928.1_ex13_19:4702037-4702060:-_5-4	DPP9	519	416
MANSC4_CCDS53770.1_ex1_12:27919684-27919707:+_5-5	MANSC4	31	79
CNTD2_CCDS12551.2_ex4_19:40732303-40732326:-_5-4	CNTD2	299	121
CLDN15_CCDS5717.1_ex4_7:100880745-100880768:+_5-5	CLDN15	921	731
TRAK1_CCDS2695.1_ex6_3:42234654-42234677:-_5-3	TRAK1	256	200
SLC22A4_CCDS4153.1_ex0_5:131630417-131630440:+_5-1	SLC22A4	1800	891
CLEC4G_CCDS12185.1_ex3_19:7795317-7795340:-_5-4	CLEC4G	1335	668
PAAF1_CCDS58157.1_ex4_11:73611379-73611402:-_5-1	PAAF1	828	710
SRRT_CCDS34709.1_ex0_7:100473302-100473325:+_5-1	SRRT	0	0
TRPC4_CCDS45035.1_ex7_13:38266288-38266311:+_5-3	TRPC4	566	415
C20orf195_CCDS13526.1_ex0_20:62187399-62187422:-_5-5	C20orf195	648	533
GPR45_CCDS2066.1_ex0_2:105858784-105858807:+_5-4	GPR45	2511	1018
MSLN_CCDS32356.1_ex8_16:815748-815771:+_5-5	MSLN	2039	724
URGCP_CCDS43572.1_ex0_7:43917677-43917700:-_5-1	URGCP	215	223
AES_CCDS12101.1_ex1_19:3054123-3054146:+_5-1	AES	243	464
DBF4_CCDS5611.1_ex8_7:87529600-87529623:-_5-4	DBF4	275	398
ST18_CCDS6149.1_ex17_8:53092796-53092819:-_5-5	ST18	129	130
TBC1D1_CCDS33972.1_ex1_4:38016194-38016217:-_5-2	TBC1D1	625	507
SERPIND1_CCDS13783.1_ex0_22:21134028-21134051:-_5-4	SERPIND1	121	183
MSS51_CCDS31221.1_ex2_10:75186049-75186072:+_5-2	MSS51	273	110
DYRK3_CCDS30999.1_ex2_1:206820736-206820759:-_5-1	DYRK3	822	553
ACO1_CCDS6525.1_ex1_9:32407412-32407435:-_5-2	ACO1	546	567
NUBP2_CCDS10445.1_ex3_16:1837745-1837768:-_5-3	NUBP2	216	574
TTLL6_CCDS11537.2_ex5_17:46867374-46867397:-_5-3	TTLL6	622	372
CD96_CCDS2958.1_ex1_3:111264200-111264223:-_5-2	CD96	317	373
ALPPL2_CCDS2491.1_ex2_2:233272067-233272090:-_3-1	ALPPL2	744	625
TOMM6_CCDS47424.1_ex0_6:41755557-41755580:-_5-4	TOMM6	810	424
AJUBA_CCDS9581.1_ex1_14:23443314-23443337:-_10-3	AJUBA	1250	692
CHRAC1_CCDS6379.1_ex1_8:141524484-141524507:-_5-4	CHRAC1	447	348
KRT73_CCDS8834.1_ex5_12:53008451-53008474:-_5-3	KRT73	320	557
GALNT14_CCDS1773.2_ex8_2:31168723-31168746:-_5-2	GALNT14	922	524
LRPPRC_CCDS33189.1_ex24_2:44184550-44184573:+_5-1	LRPPRC	167	305
ATIC_CCDS2398.1_ex5_2:216190842-216190865:+_5-3	ATIC	157	410
SMEK1_CCDS61532.1_ex7_14:91939608-91939631:+_5-3	SMEK1	181	343
RBM26_CCDS66566.1_ex15_13:79942878-79942901:+_5-1	RBM26	844	560
PPAP2A_CCDS34159.1_ex3_5:54763722-54763745:-_5-1	PPAP2A	19	29
ARRDC5_CCDS45929.1_ex0_19:4891566-4891589:-_5-1	ARRDC5	575	557
PTH2_CCDS12763.1_ex0_19:49925884-49925907:-_5-2	PTH2	86	1228
ESAM_CCDS8453.1_ex3_11:124626196-124626219:+_5-1	ESAM	500	736
ACBD6_CCDS1339.1_ex7_1:180471289-180471312:-_5-5	ACBD6	953	818
FAM173A_CCDS10423.1_ex2_16:771837-771860:+_5-5	FAM173A	598	397
ITGB4_CCDS11727.1_ex13_17:73732450-73732473:+_5-4	ITGB4	673	784
DPP10_CCDS33278.1_ex6_2:116447448-116447471:+_5-2	DPP10	1163	809
MYO1D_CCDS32615.1_ex18_17:31102962-31102985:-_5-4	MYO1D	217	313
PLA2G1B_CCDS9195.1_ex2_12:120763714-120763737:-_5-4	PLA2G1B	0	24
USP9X_CCDS43930.1_ex7_X:41000618-41000641:+_5-2	USP9X	37	128
BRAF_CCDS5863.1_ex12_7:140501242-140501265:+_5-3	BRAF	983	813
USP6_CCDS11069.2_ex1_17:5033929-5033952:-_5-1	USP6	455	444
ZNF467_CCDS5899.1_ex0_7:149462965-149462988:+_5-2	ZNF467	824	404
TCEB3_CCDS239.2_ex3_1:24077369-24077392:+_5-2	TCEB3	318	678
VSTM2B_CCDS46034.1_ex3_19:30020757-30020780:-_5-5	VSTM2B	286	317
ANP32B_CCDS6732.1_ex2_9:100760954-100760977:-_5-3	ANP32B	58	27
FAM84A_CCDS1684.1_ex0_2:14774249-14774272:+_5-2	FAM84A	1015	456
DYNLL1_CCDS9200.1_ex1_12:120935897-120935920:+_4-4	DYNLL1	1110	817
OLR1_CCDS53745.1_ex3_12:10321745-10321768:-_5-5	OLR1	122	423
LRP11_CCDS5220.1_ex5_6:150174174-150174197:-_5-2	LRP11	1113	355
IL22RA2_CCDS5182.1_ex2_6:137476147-137476170:-_7-1	IL22RA2	255	227
RERE_CCDS41243.1_ex5_1:8421237-8421260:-_5-1	RERE	1477	887
MOSPD1_CCDS14645.1_ex4_X:134033314-134033337:+_5-5	MOSPD1	33	34
PCDHB7_CCDS4249.1_ex0_5:140552976-140552999:+_5-1	PCDHB7	10	138
NTF4_CCDS12754.1_ex0_19:49564812-49564835:-_5-1	NTF4	420	248
RIPK4_CCDS13675.1_ex2_21:43165906-43165929:+_5-1	RIPK4	1113	791
HECA_CCDS5194.1_ex1_6:139487451-139487474:+_5-2	HECA	725	479
RBM25_CCDS32113.1_ex8_14:73570128-73570151:+_5-4	RBM25	42	152
PNPLA4_CCDS14129.1_ex1_X:7870142-7870165:+_5-2	PNPLA4	645	455
MYL9_CCDS13276.1_ex0_20:35173418-35173441:+_9-3	MYL9	297	295
HOXC6_CCDS41792.1_ex0_12:54422657-54422680:-_5-2	HOXC6	82	196
SCN8A_CCDS44891.1_ex14_12:52159693-52159716:+_5-5	SCN8A	1113	638
CCNT2_CCDS2174.1_ex8_2:135710881-135710904:-_5-4	CCNT2	0	1
ANXA6_CCDS47315.1_ex17_5:150512735-150512758:-_5-1	ANXA6	298	311
KIF13A_CCDS47380.1_ex18_6:17804659-17804682:+_8-1	KIF13A	751	728
CDC42EP1_CCDS13949.1_ex0_22:37962723-37962746:-_5-3	CDC42EP1	1263	791
SERPINI2_CCDS3200.1_ex6_3:167184968-167184991:+_5-4	SERPINI2	166	184
GNG8_CCDS12687.1_ex0_19:47137381-47137404:+_5-1	GNG8	1020	354
VBP1_CCDS14765.1_ex3_X:154456669-154456692:-_5-3	VBP1	1025	680
KCNH6_CCDS11638.1_ex5_17:61613151-61613174:+_5-5	KCNH6	1673	521
JMJD4_CCDS1561.1_ex3_1:227921678-227921701:-_5-2	JMJD4	1716	622
EFEMP2_CCDS8116.1_ex6_11:65638020-65638043:+_5-1	EFEMP2	981	380
ZNF843_CCDS45471.1_ex0_16:31448061-31448084:-_5-5	ZNF843	2440	606
C12orf52_CCDS66473.1_ex2_12:113629190-113629213:-_5-5	C12orf52	2663	1237
MOGAT3_CCDS5714.1_ex4_7:100843577-100843600:-_5-4	MOGAT3	643	578
HSD17B6_CCDS8925.1_ex0_12:57167875-57167898:+_5-2	HSD17B6	177	212
MVP_CCDS10656.1_ex6_16:29851725-29851748:+_5-5	MVP	334	273
PROX1_CCDS31021.1_ex0_1:214170083-214170106:+_5-1	PROX1	734	546
PROX2_CCDS45136.2_ex2_14:75330372-75330395:-_5-4	PROX2	492	289
SAFB_CCDS12142.1_ex2_19:5641636-5641659:+_5-4	SAFB	211	329
AGFG2_CCDS5697.1_ex1_7:100146458-100146481:-_5-2	AGFG2	637	349
YTHDF1_CCDS13511.1_ex1_20:61834590-61834613:+_5-1	YTHDF1	242	221
PAICS_CCDS47060.1_ex4_4:57314725-57314748:-_5-4	PAICS	181	363
GNL2_CCDS421.1_ex8_1:38047891-38047914:+_5-2	GNL2	26	229
LYN_CCDS47859.1_ex5_8:56864641-56864664:-_5-2	LYN	625	214
SEC14L1_CCDS11752.1_ex6_17:75196597-75196620:-_5-4	SEC14L1	96	139
DEXI_CCDS10545.1_ex0_16:11035720-11035743:+_5-3	DEXI	136	212
GCFC2_CCDS1961.1_ex16_2:75937865-75937888:-_5-5	GCFC2	1422	613
HTR4_CCDS34270.1_ex3_5:147928258-147928281:+_5-5	HTR4	1220	879
CABLES1_CCDS42417.1_ex5_18:20815895-20815918:-_5-4	CABLES1	428	628
MKL1_CCDS14003.1_ex9_22:40827435-40827458:-_5-5	MKL1	412	374
FAM127A_CCDS43997.1_ex0_X:134166533-134166556:+_5-2	FAM127A	764	448
DNASE1_CCDS10507.1_ex4_16:3707012-3707035:+_5-5	DNASE1	321	634
MTUS1_CCDS43716.1_ex12_8:17611971-17611994:-_11-10	MTUS1	728	696
SAMD13_CCDS30760.1_ex3_1:84815343-84815366:+_6-6	SAMD13	238	220
LOXL4_CCDS7473.1_ex12_10:100021825-100021848:+_5-3	LOXL4	1048	635
SIK1_CCDS33575.1_ex7_21:44840925-44840948:-_5-2	SIK1	1193	533
TBRG1_CCDS8448.2_ex2_11:124495599-124495622:+_5-1	TBRG1	85	149
SCNM1_CCDS55636.1_ex1_1:151139458-151139481:+_5-1	SCNM1	985	1019
RRM1_CCDS7750.1_ex8_11:4141087-4141110:-_5-4	RRM1	7	416
RBPMS_CCDS34875.1_ex4_8:30361928-30361951:-_5-5	RBPMS	453	378
FIGF_CCDS14166.1_ex5_X:15381405-15381428:+_5-5	FIGF	939	346
UBD_CCDS4662.1_ex0_6:29523974-29523997:-_5-4	UBD	337	206
SLC23A2_CCDS13085.1_ex11_20:4880276-4880299:-_5-2	SLC23A2	668	623
GFOD2_CCDS10845.1_ex1_16:67719435-67719458:+_7-5	GFOD2	1624	863
ZNF517_CCDS6434.1_ex3_8:146033181-146033204:+_5-4	ZNF517	361	190
FBXW7_CCDS3777.1_ex10_4:153332785-153332808:-_11-9	FBXW7	88	309
C11orf35_CCDS7701.1_ex6_11:557015-557038:+_5-2	C11orf35	3165	1061
ATE1_CCDS31299.1_ex8_10:123673390-123673413:+_5-1	ATE1	738	561
PCDHA13_CCDS4240.1_ex0_5:140263009-140263032:-_5-5	PCDHA13	691	585
FAM175A_CCDS3605.2_ex4_4:84391486-84391509:-_5-5	FAM175A	0	164
RNF212_CCDS3345.1_ex6_4:1084568-1084591:-_6-1	RNF212	0	5
CACNA1E_CCDS53443.1_ex19_1:181701692-181701715:-_5-2	CACNA1E	737	357
PLCB2_CCDS42020.1_ex21_15:40590462-40590485:+_5-2	PLCB2	512	607
GNB1L_CCDS13768.1_ex1_22:19789605-19789628:+_5-1	GNB1L	492	329
PROX1_CCDS31021.1_ex0_1:214170234-214170257:+_5-3	PROX1	375	461
REL_CCDS1864.1_ex1_2:61118948-61118971:-_5-1	REL	137	112
DAAM1_CCDS58323.1_ex5_14:59790855-59790878:+_5-3	DAAM1	170	175
GDNF_CCDS3922.1_ex0_5:37816105-37816128:-_5-3	GDNF	293	318
FAM213B_CCDS44.2_ex1_1:2518546-2518569:-_5-3	FAM213B	1764	742
IFNA14_CCDS6501.1_ex0_9:21239705-21239728:+_5-3	IFNA14	803	658
DHRS12_CCDS31976.1_ex3_13:52351235-52351258:-_5-2	DHRS12	361	420
KAT8_CCDS10706.1_ex0_16:31129184-31129207:-_5-1	KAT8	149	1892
ITGB4_CCDS11727.1_ex11_17:73729642-73729665:+_5-2	ITGB4	1309	1124
SPECC1_CCDS32590.1_ex2_17:20108337-20108360:-_5-5	SPECC1	475	482
RAD23A_CCDS12289.1_ex3_19:13059315-13059338:+_5-3	RAD23A	396	462
SBSPON_CCDS43747.2_ex3_8:73993376-73993399:+_5-4	SBSPON	444	554
CLCN5_CCDS48115.1_ex1_X:49806979-49807002:+_10-1	CLCN5	0	1
FIBIN_CCDS7861.1_ex0_11:27016444-27016467:-_5-5	FIBIN	226	561
PWWP2A_CCDS47331.1_ex3_5:159545920-159545943:-_5-2	PWWP2A	1161	381
RIF1_CCDS2194.1_ex7_2:152285291-152285314:+_5-1	RIF1	510	263
C16orf92_CCDS42146.1_ex1_16:30035112-30035135:-_5-3	C16orf92	189	206
TMEM120B_CCDS41852.1_ex2_12:122186273-122186296:+_5-2	TMEM120B	487	292
ARMC6_CCDS32965.1_ex2_19:19162698-19162721:-_5-3	ARMC6	726	497
GRK6_CCDS34303.1_ex6_5:176860367-176860390:-_5-5	GRK6	1144	425
KCNJ11_CCDS31436.1_ex0_11:17409171-17409194:-_5-4	KCNJ11	1078	430
TMEM107_CCDS11132.1_ex3_17:8079298-8079321:-_5-4	TMEM107	1984	765
LONP1_CCDS12148.1_ex13_19:5708381-5708404:-_5-5	LONP1	0	21
ZEB2_CCDS2186.1_ex2_2:145157194-145157217:-_5-1	ZEB2	61	80
RBM11_CCDS46635.1_ex1_21:15591983-15592006:-_5-2	RBM11	177	203
SERPINB9_CCDS4478.1_ex4_6:2896402-2896425:-_5-4	SERPINB9	175	211
IGDCC3_CCDS10205.1_ex11_15:65628275-65628298:+_5-4	IGDCC3	694	628
TRPV5_CCDS5875.1_ex7_7:142622767-142622790:-_5-3	TRPV5	599	395
MYOZ2_CCDS3711.1_ex1_4:120072093-120072116:-_5-1	MYOZ2	460	264
ZNF319_CCDS32462.1_ex0_16:58031324-58031347:-_5-1	ZNF319	2030	757
MRAP_CCDS13612.1_ex1_21:33678986-33679009:-_8-3	MRAP	1694	721
RAD21L1_CCDS46568.1_ex1_20:1210552-1210575:-_5-1	RAD21L1	215	117
LRRC10B_CCDS44621.1_ex0_11:61276935-61276958:-_5-4	LRRC10B	893	683
UROD_CCDS518.1_ex4_1:45479402-45479425:+_5-4	UROD	120	487
CREM_CCDS31181.1_ex1_10:35437368-35437391:+_26-1	CREM	535	324
TRIM28_CCDS12985.1_ex2_19:59057203-59057226:-_5-2	TRIM28	245	456
NFATC2_CCDS13437.1_ex7_20:50133414-50133437:-_5-2	NFATC2	1563	837
PDLIM7_CCDS4422.1_ex10_5:176919561-176919584:-_5-2	PDLIM7	239	236
POLRMT_CCDS12036.1_ex17_19:625118-625141:-_5-5	POLRMT	320	639
