sgRNA	gene	CRISPR_C7020653.sample	ERS717283.plasmid
MURC_CCDS35083.1_ex0_9:103340546-103340569:-_5-1	MURC	951	676
ANAPC1_CCDS2093.1_ex30_2:112596015-112596038:+_5-1	ANAPC1	39	517
POLR2E_CCDS12056.1_ex4_19:1091822-1091845:-_5-1	POLR2E	166	628
PRDM16_CCDS41236.2_ex8_1:3328078-3328101:+_5-3	PRDM16	453	710
NFS1_CCDS13262.1_ex10_20:34285638-34285661:-_5-3	NFS1	113	427
RIOK1_CCDS4500.1_ex4_6:7398927-7398950:+_5-2	RIOK1	11	41
LCE2B_CCDS1020.1_ex0_1:152659498-152659521:+_3-3	LCE2B	134	671
GTF2B_CCDS715.1_ex4_1:89329654-89329677:+_5-4	GTF2B	86	185
AIPL1_CCDS11075.1_ex2_17:6330323-6330346:+_6-2	AIPL1	436	644
RANBP9_CCDS4529.1_ex13_6:13711321-13711344:+_5-5	RANBP9	272	254
AURKAIP1_CCDS25.1_ex1_1:1309713-1309736:-_5-4	AURKAIP1	342	800
CCNY_CCDS60513.1_ex4_10:35818949-35818972:-_5-1	CCNY	81	134
DRC1_CCDS1723.1_ex8_2:26667158-26667181:-_5-5	DRC1	132	222
STX12_CCDS310.1_ex3_1:28128259-28128282:+_5-4	STX12	29	73
C1QC_CCDS227.1_ex0_1:22970604-22970627:+_5-1	C1QC	340	448
KAT7_CCDS11554.1_ex6_17:47888865-47888888:+_5-2	KAT7	114	246
C10orf128_CCDS41519.1_ex3_10:50375002-50375025:-_5-2	C10orf128	256	499
RNF186_CCDS199.1_ex0_1:20141436-20141459:+_5-5	RNF186	341	515
TRIM69_CCDS10114.1_ex5_15:45059453-45059476:+_5-4	TRIM69	209	281
SFMBT1_CCDS2867.1_ex12_3:52962262-52962285:-_5-1	SFMBT1	2149	935
FAF1_CCDS554.1_ex11_1:51121145-51121168:+_5-3	FAF1	458	488
AKAP3_CCDS8531.1_ex1_12:4737315-4737338:-_5-1	AKAP3	0	59
DNAJB4_CCDS684.1_ex1_1:78478997-78479020:-_5-5	DNAJB4	1	33
SNX21_CCDS13376.1_ex1_20:44463073-44463096:+_7-4	SNX21	885	588
PFKFB2_CCDS31003.1_ex5_1:207237113-207237136:-_5-4	PFKFB2	41	65
PQBP1_CCDS14309.1_ex2_X:48759229-48759252:+_5-4	PQBP1	636	364
FOSB_CCDS12664.1_ex1_19:45974136-45974159:+_5-5	FOSB	910	754
NCOA3_CCDS13406.1_ex8_20:46264108-46264131:+_5-4	NCOA3	248	538
UBE2W_CCDS47874.2_ex2_8:74722808-74722831:+_5-1	UBE2W	44	70
SURF6_CCDS6962.1_ex1_9:136199538-136199561:-_5-3	SURF6	148	289
ZNF571_CCDS12505.1_ex0_19:38056769-38056792:+_5-1	ZNF571	22	37
GALNT9_CCDS41866.1_ex3_12:132685728-132685751:-_5-3	GALNT9	515	346
CDKN2A_CCDS56565.1_ex1_9:21971099-21971122:+_10-1	CDKN2A	1255	604
CGREF1_CCDS33162.2_ex3_2:27325435-27325458:+_14-14	CGREF1	369	544
ESPNL_CCDS2525.1_ex7_2:239037415-239037438:+_5-4	ESPNL	605	555
KCNA5_CCDS8536.1_ex0_12:5153423-5153446:-_5-1	KCNA5	1684	998
F11R_CCDS1213.1_ex6_1:160970494-160970517:-_5-2	F11R	92	89
RPTOR_CCDS11773.1_ex4_17:78704415-78704438:-_5-2	RPTOR	233	254
SCTR_CCDS2127.1_ex6_2:120219443-120219466:-_5-1	SCTR	39	139
MYBL1_CCDS47867.1_ex10_8:67507914-67507937:-_5-4	MYBL1	12	37
TMPRSS9_CCDS12088.1_ex4_19:2403166-2403189:-_5-3	TMPRSS9	1578	643
DUSP13_CCDS53542.1_ex1_10:76867752-76867775:+_13-9	DUSP13	1233	706
GTPBP8_CCDS33820.1_ex0_3:112710142-112710165:+_5-5	GTPBP8	1326	762
DGKE_CCDS11590.1_ex3_17:54925303-54925326:-_5-5	DGKE	73	288
CLCF1_CCDS31617.1_ex1_11:67134941-67134964:-_5-4	CLCF1	350	546
MRGPRX2_CCDS7847.1_ex0_11:19077416-19077439:-_5-1	MRGPRX2	197	176
RRS1_CCDS6189.1_ex0_8:67341554-67341577:-_5-3	RRS1	390	850
C1orf185_CCDS44142.1_ex1_1:51578223-51578246:-_5-1	C1orf185	90	230
HES2_CCDS30574.1_ex1_1:6479293-6479316:+_5-2	HES2	1269	949
C9orf57_CCDS47980.1_ex3_9:74674149-74674172:-_5-4	C9orf57	188	491
GP2_CCDS10582.2_ex5_16:20330929-20330952:+_5-2	GP2	124	56
ACADSB_CCDS7634.1_ex2_10:124797287-124797310:+_5-1	ACADSB	131	328
CSRP3_CCDS7848.1_ex3_11:19209785-19209808:-_5-4	CSRP3	247	431
CCDC62_CCDS9238.1_ex1_12:123262183-123262206:+_5-1	CCDC62	296	249
VTN_CCDS11229.1_ex3_17:26695988-26696011:+_5-1	VTN	18	158
CETN2_CCDS14716.1_ex2_X:151997743-151997766:-_5-2	CETN2	0	8
PRPF3_CCDS951.1_ex5_1:150307636-150307659:-_5-5	PRPF3	688	479
C19orf25_CCDS45898.1_ex1_19:1478781-1478804:-_5-5	C19orf25	822	465
NDUFB4_CCDS2999.1_ex1_3:120319967-120319990:-_5-5	NDUFB4	94	400
RAB30_CCDS8264.1_ex0_11:82693431-82693454:-_5-1	RAB30	199	422
ZNF805_CCDS46207.1_ex3_19:57765322-57765345:-_7-6	ZNF805	117	143
SSTR4_CCDS42856.1_ex0_20:23016266-23016289:+_5-1	SSTR4	868	872
PTPRJ_CCDS44596.1_ex4_11:48145337-48145360:-_5-5	PTPRJ	139	275
PDE4DIP_CCDS30824.1_ex23_1:144903143-144903166:-_22-2	PDE4DIP	435	418
UNC93A_CCDS47515.1_ex3_6:167717449-167717472:+_5-5	UNC93A	676	339
GATA1_CCDS14305.1_ex1_X:48650295-48650318:+_5-2	GATA1	477	780
ITGA7_CCDS44914.1_ex13_12:56090768-56090791:-_5-1	ITGA7	1385	674
COL25A1_CCDS43258.1_ex25_4:109839352-109839375:-_5-1	COL25A1	322	406
HSP90AB1_CCDS4909.1_ex5_6:44218897-44218920:-_5-5	HSP90AB1	353	552
IL1A_CCDS2101.1_ex3_2:113539362-113539385:-_5-5	IL1A	167	505
FAM169A_CCDS43330.1_ex3_5:74096802-74096825:-_5-1	FAM169A	23	45
GPATCH8_CCDS32666.1_ex4_17:42513873-42513896:+_5-5	GPATCH8	158	208
ENPP6_CCDS3834.1_ex6_4:185074800-185074823:+_5-3	ENPP6	428	247
CCDC150_CCDS46478.1_ex13_2:197559864-197559887:+_5-5	CCDC150	36	414
OPN5_CCDS4923.1_ex3_6:47762960-47762983:-_5-4	OPN5	115	349
CLEC7A_CCDS41753.1_ex4_12:10280393-10280416:+_11-9	CLEC7A	18	140
ASTL_CCDS33249.1_ex3_2:96798384-96798407:+_5-3	ASTL	702	653
DPF1_CCDS33008.2_ex6_19:38709262-38709285:-_5-2	DPF1	515	522
FXN_CCDS43834.1_ex1_9:71661389-71661412:-_5-4	FXN	32	244
FAM127A_CCDS43997.1_ex0_X:134166550-134166573:+_5-3	FAM127A	500	580
COMTD1_CCDS7349.1_ex2_10:76994726-76994749:+_5-1	COMTD1	1059	1031
DEFB132_CCDS12993.1_ex1_20:239856-239879:-_5-5	DEFB132	2421	1446
UBE2W_CCDS47874.2_ex4_8:74742646-74742669:+_5-5	UBE2W	229	342
CLPSL1_CCDS43456.1_ex2_6:35755670-35755693:-_5-5	CLPSL1	511	587
FEM1A_CCDS12135.1_ex0_19:4791998-4792021:+_5-1	FEM1A	1794	1351
KRTAP19-4_CCDS33534.1_ex0_21:31869264-31869287:-_3-1	KRTAP19-4	1157	668
INTS6_CCDS41890.1_ex15_13:52025270-52025293:+_8-5	INTS6	19	115
DNER_CCDS33390.1_ex11_2:230456436-230456459:+_5-5	DNER	458	474
ACY3_CCDS8175.1_ex3_11:67412753-67412776:-_5-2	ACY3	174	336
ADCY3_CCDS1715.1_ex15_2:25062791-25062814:-_5-2	ADCY3	1355	879
ANXA7_CCDS7325.1_ex10_10:75158078-75158101:+_5-5	ANXA7	37	79
TSC22D3_CCDS14530.1_ex0_X:106957852-106957875:-_13-3	TSC22D3	296	418
CYC1_CCDS6415.1_ex2_8:145151116-145151139:+_5-5	CYC1	266	293
LRRC7_CCDS645.1_ex15_1:70494017-70494040:+_5-3	LRRC7	281	461
COPA_CCDS1202.1_ex15_1:160269028-160269051:+_5-1	COPA	2	367
SBF2_CCDS31427.1_ex21_11:9878077-9878100:+_5-3	SBF2	424	383
AHCYL2_CCDS47706.1_ex2_7:129028892-129028915:-_5-2	AHCYL2	157	491
CLDN18_CCDS3095.1_ex1_3:137742557-137742580:-_5-1	CLDN18	201	201
CEP41_CCDS59080.1_ex0_7:130061831-130061854:+_9-9	CEP41	518	396
GABARAPL1_CCDS8620.1_ex1_12:10370686-10370709:-_5-2	GABARAPL1	932	532
CPA4_CCDS55163.1_ex5_7:129946624-129946647:+_5-5	CPA4	58	120
TIAM2_CCDS34558.1_ex14_6:155565853-155565876:-_5-4	TIAM2	295	512
DSC1_CCDS11894.1_ex9_18:28725686-28725709:+_5-2	DSC1	646	480
BACH2_CCDS5026.1_ex3_6:90718428-90718451:-_5-5	BACH2	311	516
DMD_CCDS14233.1_ex70_X:32716044-32716067:+_16-16	DMD	233	384
NEU3_CCDS44682.1_ex1_11:74705676-74705699:-_5-1	NEU3	168	388
FAM24B_CCDS31303.1_ex0_10:124608929-124608952:-_5-4	FAM24B	342	346
RBL2_CCDS10748.1_ex2_16:53476735-53476758:+_5-3	RBL2	1180	601
PTGR2_CCDS9820.1_ex3_14:74343700-74343723:+_5-3	PTGR2	103	307
DPY19L4_CCDS34924.1_ex8_8:95777535-95777558:-_5-5	DPY19L4	0	20
TMUB2_CCDS11479.1_ex0_17:42266893-42266916:+_5-5	TMUB2	373	412
UGT1A4_CCDS33405.1_ex0_2:234627786-234627809:+_4-4	UGT1A4	0	6
IL5RA_CCDS2559.1_ex5_3:3139671-3139694:-_5-1	IL5RA	108	246
GSTA5_CCDS4946.1_ex3_6:52701043-52701066:+_5-3	GSTA5	42	83
TMEM106B_CCDS5358.1_ex1_7:12258093-12258116:-_5-2	TMEM106B	455	437
CRYBA4_CCDS13841.1_ex2_22:27021495-27021518:+_5-2	CRYBA4	60	264
NCK2_CCDS33266.1_ex1_2:106497949-106497972:-_5-4	NCK2	1465	512
PSG11_CCDS12614.2_ex3_19:43528992-43529015:-_5-5	PSG11	0	11
DYNLT1_CCDS5257.1_ex2_6:159058906-159058929:-_5-5	DYNLT1	217	235
DLL1_CCDS5313.1_ex7_6:170597319-170597342:+_5-2	DLL1	1052	559
ATP13A1_CCDS32970.2_ex25_19:19774301-19774324:-_5-4	ATP13A1	870	835
C9orf69_CCDS59155.1_ex0_9:139008526-139008549:-_5-2	C9orf69	367	801
TXNRD1_CCDS53820.1_ex6_12:104709635-104709658:+_5-1	TXNRD1	70	156
HRH4_CCDS11887.1_ex2_18:22056936-22056959:+_5-4	HRH4	20	247
RTN2_CCDS12665.1_ex8_19:45998117-45998140:+_9-9	RTN2	328	400
OLFML3_CCDS65618.1_ex2_1:114523827-114523850:+_5-4	OLFML3	325	670
TRIM71_CCDS43060.1_ex0_3:32860252-32860275:-_5-2	TRIM71	907	615
PLXNA1_CCDS33847.2_ex10_3:126733083-126733106:-_5-3	PLXNA1	891	738
PIAS1_CCDS45290.1_ex1_15:68379076-68379099:-_5-4	PIAS1	47	115
DDX25_CCDS44766.1_ex7_11:125781208-125781231:-_5-5	DDX25	2299	711
P2RX4_CCDS58282.1_ex2_12:121655031-121655054:+_5-1	P2RX4	80	284
KRTAP12-3_CCDS42964.1_ex0_21:46078079-46078102:-_5-5	KRTAP12-3	4	12
NRD1_CCDS41335.1_ex20_1:52282029-52282052:-_5-1	NRD1	64	58
C14orf183_CCDS45101.1_ex3_14:50558271-50558294:-_5-4	C14orf183	167	236
SCN1B_CCDS12441.1_ex2_19:35524601-35524624:-_5-5	SCN1B	1177	588
KRTAP19-2_CCDS13595.1_ex0_21:31859558-31859581:+_2-1	KRTAP19-2	539	927
CWF19L1_CCDS7489.1_ex8_10:102013162-102013185:+_5-2	CWF19L1	276	251
MTMR10_CCDS45204.1_ex9_15:31253160-31253183:-_5-3	MTMR10	83	284
CD151_CCDS7719.1_ex2_11:836818-836841:-_5-4	CD151	528	361
BMI1_CCDS7138.1_ex7_10:22618028-22618051:+_5-3	BMI1	10	16
LCA5L_CCDS13665.1_ex5_21:40795297-40795320:-_5-5	LCA5L	215	319
BRD4_CCDS12328.1_ex14_19:15375501-15375524:+_5-1	BRD4	322	472
RECQL5_CCDS32735.1_ex5_17:73658800-73658823:-_5-1	RECQL5	1006	947
ASGR1_CCDS11089.1_ex5_17:7080326-7080349:-_5-4	ASGR1	815	922
VAMP2_CCDS32561.1_ex2_17:8064975-8064998:+_5-2	VAMP2	197	481
C1orf27_CCDS53448.1_ex5_1:186359857-186359880:+_5-3	C1orf27	17	85
LOC100653515_CCDS58603.1_ex0_17:76887884-76887907:-_5-2	LOC100653515	444	621
ZNHIT2_CCDS8094.1_ex0_11:64884631-64884654:+_5-2	ZNHIT2	208	620
GPR64_CCDS14191.1_ex13_X:19031825-19031848:+_5-2	GPR64	202	428
ARF4_CCDS2884.1_ex4_3:57570102-57570125:+_5-3	ARF4	4	16
G3BP2_CCDS3571.1_ex8_4:76582786-76582809:-_5-4	G3BP2	66	253
ARHGEF1_CCDS12590.1_ex14_19:42406058-42406081:-_5-5	ARHGEF1	1658	711
FXYD5_CCDS12447.1_ex4_19:35655063-35655086:-_5-5	FXYD5	1803	592
LRIG1_CCDS33783.1_ex15_3:66467555-66467578:+_5-3	LRIG1	50	175
MAT2B_CCDS4364.1_ex3_5:162940930-162940953:-_5-2	MAT2B	18	189
TMOD2_CCDS10144.1_ex1_15:52060517-52060540:-_5-1	TMOD2	153	425
PROK1_CCDS825.1_ex1_1:110996675-110996698:+_5-4	PROK1	559	441
NDP_CCDS14262.1_ex1_X:43817764-43817787:+_5-4	NDP	1186	545
COL24A1_CCDS41353.1_ex55_1:86578292-86578315:-_5-3	COL24A1	647	389
CD38_CCDS3417.1_ex1_4:15818241-15818264:+_5-2	CD38	966	460
C15orf32_CCDS10373.1_ex0_15:93015687-93015710:-_5-4	C15orf32	255	451
SERPINA11_CCDS32149.1_ex3_14:94914670-94914693:+_5-3	SERPINA11	72	229
XBP1_CCDS13847.1_ex2_22:29193123-29193146:-_5-2	XBP1	356	318
TMEM206_CCDS1504.1_ex4_1:212558613-212558636:+_5-2	TMEM206	122	267
CHRNA9_CCDS3459.1_ex2_4:40339295-40339318:+_5-2	CHRNA9	551	375
REPIN1_CCDS43677.1_ex0_7:150068850-150068873:-_5-2	REPIN1	809	698
HLCS_CCDS13647.1_ex7_21:38309608-38309631:+_5-5	HLCS	385	645
MARCH1_CCDS3806.1_ex2_4:164507027-164507050:+_10-8	MARCH1	377	403
GCSAML_CCDS1635.1_ex4_1:247737502-247737525:-_5-3	GCSAML	127	216
PHLDB2_CCDS2962.1_ex0_3:111603571-111603594:-_5-1	PHLDB2	161	530
IKZF4_CCDS44917.1_ex5_12:56426476-56426499:+_5-4	IKZF4	230	483
CHCHD6_CCDS3041.1_ex2_3:126449444-126449467:-_5-4	CHCHD6	847	541
FBXO10_CCDS47966.1_ex8_9:37537858-37537881:+_5-2	FBXO10	321	610
MYO1G_CCDS34629.1_ex11_7:45009405-45009428:+_5-1	MYO1G	555	403
PLEKHM2_CCDS44063.1_ex8_1:16053914-16053937:+_5-5	PLEKHM2	191	473
WSB1_CCDS11220.1_ex5_17:25636152-25636175:+_5-5	WSB1	148	127
MAFG_CCDS11793.1_ex0_17:79880818-79880841:+_5-4	MAFG	182	316
SCARA5_CCDS6064.1_ex5_8:27779271-27779294:-_5-1	SCARA5	3192	1041
TSPEAR_CCDS13712.1_ex10_21:45987831-45987854:-_5-5	TSPEAR	777	571
ENPP3_CCDS5148.1_ex8_6:131996307-131996330:+_5-3	ENPP3	26	14
SHARPIN_CCDS43777.1_ex6_8:145157961-145157984:-_5-3	SHARPIN	379	498
KLRC3_CCDS31744.1_ex4_12:10572529-10572552:+_3-3	KLRC3	329	524
BUB3_CCDS31306.1_ex0_10:124914569-124914592:-_5-2	BUB3	63	614
ANKMY1_CCDS2535.1_ex9_2:241465247-241465270:+_5-3	ANKMY1	1000	851
ANKH_CCDS3885.1_ex9_5:14758645-14758668:-_5-4	ANKH	1809	860
TFAP2B_CCDS4934.2_ex1_6:50791211-50791234:-_5-1	TFAP2B	200	531
GAB2_CCDS8259.1_ex6_11:77938045-77938068:+_5-3	GAB2	135	152
ZFP92_CCDS59177.1_ex2_X:152685745-152685768:+_5-2	ZFP92	454	514
ANXA9_CCDS975.2_ex2_1:150956483-150956506:+_5-2	ANXA9	83	254
OGFOD2_CCDS41855.1_ex3_12:123463065-123463088:+_5-4	OGFOD2	465	287
STX8_CCDS32565.1_ex3_17:9408418-9408441:+_5-3	STX8	253	329
PDE8A_CCDS10336.1_ex5_15:85626818-85626841:+_5-1	PDE8A	256	426
ZNF804B_CCDS5613.1_ex3_7:88963653-88963676:-_5-4	ZNF804B	191	173
KIAA1257_CCDS46905.1_ex4_3:128706657-128706680:-_5-3	KIAA1257	446	478
KCNJ14_CCDS12721.1_ex0_19:48965129-48965152:+_5-2	KCNJ14	199	140
CCM2_CCDS34630.1_ex3_7:45104149-45104172:+_5-2	CCM2	138	232
CBX4_CCDS32758.1_ex0_17:77808932-77808955:+_5-3	CBX4	154	1341
BCAR3_CCDS58010.1_ex7_1:94054801-94054824:+_5-3	BCAR3	1061	656
RTN3_CCDS41664.1_ex3_11:63519980-63520003:-_11-10	RTN3	280	448
KCNA4_CCDS41629.1_ex0_11:30033651-30033674:+_5-4	KCNA4	249	713
PRSS35_CCDS4999.1_ex0_6:84233296-84233319:-_5-2	PRSS35	1447	655
TMEM130_CCDS47649.1_ex4_7:98453739-98453762:+_5-2	TMEM130	419	354
MND1_CCDS3782.1_ex4_4:154315475-154315498:-_5-3	MND1	487	290
KRT5_CCDS8830.1_ex8_12:52913958-52913981:-_5-5	KRT5	146	514
EDAR_CCDS2081.1_ex8_2:109545800-109545823:-_5-4	EDAR	114	204
PLCH1_CCDS33881.1_ex15_3:155282779-155282802:+_5-3	PLCH1	237	186
PCDHGA7_CCDS54927.1_ex0_5:140762807-140762830:+_5-2	PCDHGA7	21	80
ASTN2_CCDS48009.2_ex3_9:119249749-119249772:+_14-1	ASTN2	299	228
MUC6_CCDS44513.1_ex30_11:1031870-1031893:-_5-4	MUC6	820	600
CCDC88C_CCDS45151.1_ex15_14:91780349-91780372:+_5-1	CCDC88C	1806	790
AGA_CCDS3829.1_ex6_4:178360728-178360751:-_5-2	AGA	101	226
RAB1B_CCDS31613.1_ex3_11:66039869-66039892:+_5-3	RAB1B	505	1034
OPN1SW_CCDS5806.1_ex3_7:128415157-128415180:+_5-2	OPN1SW	426	383
LIN54_CCDS3599.1_ex9_4:83891594-83891617:-_5-4	LIN54	143	217
RDH10_CCDS6213.1_ex1_8:74209543-74209566:+_5-4	RDH10	454	476
DDX24_CCDS9918.1_ex6_14:94528736-94528759:-_5-3	DDX24	489	759
ZNF775_CCDS43678.1_ex1_7:150094156-150094179:+_5-4	ZNF775	867	570
MTFMT_CCDS45280.1_ex7_15:65319343-65319366:-_5-2	MTFMT	20	98
TUFM_CCDS10642.1_ex5_16:28856033-28856056:+_5-2	TUFM	676	501
RPP40_CCDS34333.1_ex7_6:5004113-5004136:-_5-5	RPP40	85	50
NUPL2_CCDS5379.1_ex4_7:23236308-23236331:+_5-5	NUPL2	0	6
C9orf69_CCDS59155.1_ex0_9:139008556-139008579:+_5-3	C9orf69	244	208
TPD52L1_CCDS34527.1_ex2_6:125550405-125550428:-_10-6	TPD52L1	16	88
C2orf53_CCDS1739.1_ex0_2:27360682-27360705:+_5-4	C2orf53	55	182
TNFSF13B_CCDS45067.1_ex0_13:108922442-108922465:+_5-4	TNFSF13B	171	582
CD163L1_CCDS8577.1_ex11_12:7548951-7548974:-_5-2	CD163L1	8	42
SYTL2_CCDS31649.1_ex16_11:85459347-85459370:+_16-16	SYTL2	280	468
OPA3_CCDS33052.1_ex0_19:46032703-46032726:-_6-1	OPA3	613	510
REG4_CCDS53354.1_ex0_1:120345689-120345712:-_8-7	REG4	359	989
TBC1D16_CCDS11766.1_ex5_17:77923576-77923599:-_5-4	TBC1D16	1866	764
POU2F2_CCDS33035.1_ex9_19:42621419-42621442:+_5-3	POU2F2	1204	522
SMAD7_CCDS11936.1_ex0_18:46448232-46448255:-_5-4	SMAD7	796	808
GPSM3_CCDS34419.1_ex2_6:32159964-32159987:+_5-5	GPSM3	1366	606
SLC7A1_CCDS9333.1_ex6_13:30097571-30097594:+_5-1	SLC7A1	875	506
R3HDM1_CCDS2177.1_ex9_2:136396189-136396212:-_5-3	R3HDM1	185	274
SETDB1_CCDS44217.1_ex0_1:150900369-150900392:+_5-1	SETDB1	75	183
DPY19L1_CCDS43567.1_ex20_7:35058182-35058205:-_5-5	DPY19L1	951	585
SIAH3_CCDS41883.1_ex0_13:46357915-46357938:+_5-1	SIAH3	373	216
ARHGAP23_CCDS56027.1_ex6_17:36622436-36622459:+_5-2	ARHGAP23	155	289
LRRC27_CCDS31316.1_ex1_10:134151148-134151171:-_5-3	LRRC27	16	74
TMEM52_CCDS35.1_ex3_1:1850472-1850495:+_5-5	TMEM52	392	594
KCNG3_CCDS1809.1_ex1_2:42720050-42720073:+_5-1	KCNG3	681	720
SLAMF1_CCDS1207.1_ex5_1:160607277-160607300:-_5-5	SLAMF1	106	613
GDF15_CCDS12376.1_ex0_19:18497254-18497277:+_5-4	GDF15	289	474
BRD3_CCDS6980.1_ex7_9:136915614-136915637:+_5-4	BRD3	1686	678
TAF3_CCDS41487.1_ex2_10:8006202-8006225:-_5-2	TAF3	397	477
SLC7A10_CCDS12431.1_ex5_19:33702390-33702413:+_5-1	SLC7A10	703	355
ENPP6_CCDS3834.1_ex6_4:185074705-185074728:-_5-2	ENPP6	940	643
C15orf59_CCDS32289.1_ex0_15:74032934-74032957:-_5-3	C15orf59	259	231
AAMP_CCDS33378.1_ex9_2:219134119-219134142:+_5-4	AAMP	1121	751
PDCD2_CCDS47521.1_ex2_6:170893575-170893598:-_7-7	PDCD2	35	366
GRAP2_CCDS13999.1_ex4_22:40364115-40364138:+_5-5	GRAP2	676	394
MFAP1_CCDS10105.1_ex7_15:44109593-44109616:-_5-5	MFAP1	13	279
FAM49B_CCDS6361.1_ex7_8:130874478-130874501:-_5-3	FAM49B	26	61
KCNJ1_CCDS8476.1_ex0_11:128709964-128709987:-_5-5	KCNJ1	409	225
EIF4E2_CCDS2496.1_ex4_2:233431565-233431588:+_5-5	EIF4E2	38	484
CUX2_CCDS41837.1_ex15_12:111749917-111749940:+_5-5	CUX2	276	429
HAS1_CCDS12838.1_ex2_19:52220280-52220303:+_5-1	HAS1	725	567
SLC23A2_CCDS13085.1_ex13_20:4893545-4893568:-_5-5	SLC23A2	252	154
TP53I3_CCDS1708.1_ex4_2:24307057-24307080:-_5-5	TP53I3	253	461
IPPK_CCDS6699.1_ex8_9:95411758-95411781:+_5-4	IPPK	6	72
MIA3_CCDS41470.1_ex3_1:222802288-222802311:-_5-3	MIA3	242	381
CEP89_CCDS32987.1_ex9_19:33417850-33417873:+_5-1	CEP89	161	351
ACP6_CCDS928.1_ex8_1:147131853-147131876:+_5-2	ACP6	175	366
TMEM30B_CCDS32093.1_ex0_14:61747681-61747704:-_5-5	TMEM30B	634	506
ZFYVE27_CCDS31262.1_ex4_10:99509296-99509319:-_5-1	ZFYVE27	48	104
RPP25L_CCDS6559.1_ex0_9:34611197-34611220:+_5-5	RPP25L	163	500
PLXNB1_CCDS2765.1_ex26_3:48460697-48460720:+_5-1	PLXNB1	977	581
GPR124_CCDS6097.2_ex0_8:37655025-37655048:-_5-1	GPR124	395	139
PBX1_CCDS1246.1_ex0_1:164529228-164529251:+_5-1	PBX1	201	310
FEM1C_CCDS4118.1_ex1_5:114878743-114878766:-_5-1	FEM1C	123	216
GPR139_CCDS32398.1_ex0_16:20043667-20043690:+_5-3	GPR139	241	578
YIPF2_CCDS12251.1_ex5_19:11038339-11038362:+_5-5	YIPF2	241	391
DHX57_CCDS1800.1_ex20_2:39089411-39089434:-_5-5	DHX57	192	301
SIGLEC8_CCDS33086.1_ex6_19:51961331-51961354:+_5-5	SIGLEC8	247	394
UBE2C_CCDS13370.1_ex3_20:44444190-44444213:-_10-6	UBE2C	64	169
NRXN1_CCDS46282.1_ex22_2:51254847-51254870:-_10-7	NRXN1	357	515
KRT25_CCDS11373.1_ex7_17:38911304-38911327:-_5-3	KRT25	241	557
COL12A1_CCDS43481.1_ex46_6:75861671-75861694:-_5-3	COL12A1	33	188
WDPCP_CCDS42688.1_ex14_2:63713707-63713730:-_5-5	WDPCP	352	471
VPS41_CCDS5457.1_ex19_7:38829399-38829422:-_5-1	VPS41	38	87
MAD2L2_CCDS134.1_ex5_1:11737640-11737663:+_5-3	MAD2L2	24	419
CCDC71L_CCDS55151.1_ex0_7:106301144-106301167:+_5-3	CCDC71L	153	273
ZNF605_CCDS31938.1_ex0_12:133502897-133502920:-_5-1	ZNF605	140	297
HYAL1_CCDS2816.1_ex2_3:50339486-50339509:-_15-5	HYAL1	470	800
ATXN1L_CCDS45523.1_ex0_16:71884467-71884490:+_5-5	ATXN1L	62	134
MYCL_CCDS30682.1_ex1_1:40366859-40366882:-_5-3	MYCL	391	658
CSF2RB_CCDS13936.1_ex1_22:37319388-37319411:-_5-2	CSF2RB	353	853
YY1_CCDS9957.1_ex0_14:100706130-100706153:+_5-5	YY1	655	615
TYSND1_CCDS31213.1_ex3_10:71905849-71905872:-_5-3	TYSND1	228	499
NRXN1_CCDS46282.1_ex22_2:51254665-51254688:-_10-6	NRXN1	615	579
PTGER4_CCDS3930.1_ex0_5:40681542-40681565:+_5-3	PTGER4	1275	602
AMN_CCDS9977.1_ex5_14:103395453-103395476:+_5-5	AMN	1333	817
ZNF683_CCDS279.2_ex2_1:26691277-26691300:+_5-1	ZNF683	245	606
PPP1R18_CCDS43444.1_ex2_6:30653026-30653049:-_5-3	PPP1R18	196	160
CLUH_CCDS45572.1_ex16_17:2601680-2601703:+_5-4	CLUH	2737	837
SNX31_CCDS6288.1_ex12_8:101661503-101661526:+_5-5	SNX31	678	462
C3orf58_CCDS3130.1_ex1_3:143704563-143704586:+_5-3	C3orf58	424	602
CSF2_CCDS4150.1_ex2_5:131410584-131410607:-_5-4	CSF2	366	409
LSAMP_CCDS2982.1_ex5_3:115805348-115805371:+_5-4	LSAMP	680	263
PRODH_CCDS13754.1_ex7_22:18909866-18909889:+_5-1	PRODH	816	756
NXPH2_CCDS46421.1_ex0_2:139428986-139429009:-_5-1	NXPH2	63	181
BCLAF1_CCDS47485.1_ex9_6:136599794-136599817:-_5-5	BCLAF1	102	324
MLF1_CCDS3182.1_ex3_3:158315871-158315894:+_9-3	MLF1	54	92
HIST1H4G_CCDS4599.1_ex0_6:26247019-26247042:+_5-1	HIST1H4G	587	715
CD52_CCDS30647.1_ex1_1:26646692-26646715:-_1-1	CD52	333	732
POR_CCDS5579.1_ex0_7:75583402-75583425:+_5-1	POR	495	764
ZNF318_CCDS4895.2_ex9_6:43336948-43336971:+_5-5	ZNF318	0	3
ADAMTS8_CCDS41732.1_ex7_11:130289049-130289072:-_5-2	ADAMTS8	450	330
TM4SF19_CCDS3316.1_ex1_3:196051244-196051267:+_5-1	TM4SF19	247	140
TMEM52B_CCDS66314.1_ex2_12:10337924-10337947:+_6-1	TMEM52B	231	361
